,date,state,fips,cases,deaths,cases_d,deaths_d
4497,2020-09-19,Hawaii,15,11457,119,109,0
4498,2020-09-20,Hawaii,15,11534,119,77,0
4499,2020-09-21,Hawaii,15,11590,119,56,0
4500,2020-09-22,Hawaii,15,11653,119,63,0
4501,2020-09-23,Hawaii,15,11820,121,167,2
4502,2020-09-24,Hawaii,15,11908,123,88,2
4503,2020-09-25,Hawaii,15,12039,126,131,3
4504,2020-09-26,Hawaii,15,12166,130,127,4
4505,2020-09-27,Hawaii,15,12264,131,98,1
4506,2020-09-28,Hawaii,15,12351,131,87,0
4507,2020-09-29,Hawaii,15,12436,133,85,2
4508,2020-09-30,Hawaii,15,12555,135,119,2
4509,2020-10-01,Hawaii,15,12660,138,105,3
4510,2020-10-02,Hawaii,15,12754,141,94,3
4511,2020-10-03,Hawaii,15,12887,152,133,11
4512,2020-10-04,Hawaii,15,12957,155,70,3
4513,2020-10-05,Hawaii,15,13007,156,50,1
4514,2020-10-06,Hawaii,15,13090,159,83,3
4515,2020-10-07,Hawaii,15,13196,162,106,3
4516,2020-10-08,Hawaii,15,13297,163,101,1
4517,2020-10-09,Hawaii,15,13461,165,164,2
4518,2020-10-10,Hawaii,15,13532,167,71,2
4519,2020-10-11,Hawaii,15,13633,168,101,1
4520,2020-10-12,Hawaii,15,13675,168,42,0
4521,2020-10-13,Hawaii,15,13736,172,61,4
4522,2020-10-14,Hawaii,15,13834,182,98,10
4523,2020-10-15,Hawaii,15,13922,183,88,1
4524,2020-10-16,Hawaii,15,14007,184,85,1
4525,2020-10-17,Hawaii,15,14101,185,94,1
4526,2020-10-18,Hawaii,15,14183,186,82,1
4527,2020-10-19,Hawaii,15,14218,186,35,0
4528,2020-10-20,Hawaii,15,14302,188,84,2
4529,2020-10-21,Hawaii,15,14379,202,77,14
4530,2020-10-22,Hawaii,15,14478,205,99,3
4531,2020-10-23,Hawaii,15,14617,208,139,3
4532,2020-10-24,Hawaii,15,14706,211,89,3
4533,2020-10-25,Hawaii,15,14823,211,117,0
4534,2020-10-26,Hawaii,15,14858,211,35,0
4535,2020-10-27,Hawaii,15,14920,214,62,3
4536,2020-10-28,Hawaii,15,14975,212,55,-2
4537,2020-10-29,Hawaii,15,15046,214,71,2
4538,2020-10-30,Hawaii,15,15145,215,99,1
4539,2020-10-31,Hawaii,15,15207,218,62,3
4540,2020-11-01,Hawaii,15,15287,218,80,0
4541,2020-11-02,Hawaii,15,15359,218,72,0
4542,2020-11-03,Hawaii,15,15441,218,82,0
4543,2020-11-04,Hawaii,15,15591,218,150,0
4544,2020-11-05,Hawaii,15,15683,218,92,0
4545,2020-11-06,Hawaii,15,15816,218,133,0
4546,2020-11-07,Hawaii,15,15939,219,123,1
4547,2020-11-08,Hawaii,15,16066,220,127,1
4548,2020-11-09,Hawaii,15,16124,220,58,0
4549,2020-11-10,Hawaii,15,16193,221,69,1
4550,2020-11-11,Hawaii,15,16309,221,116,0
4551,2020-11-12,Hawaii,15,16403,221,94,0
4552,2020-11-13,Hawaii,15,16514,221,111,0
4553,2020-11-14,Hawaii,15,16619,221,105,0
4554,2020-11-15,Hawaii,15,16619,221,0,0
4555,2020-11-16,Hawaii,15,16711,221,92,0
4556,2020-11-17,Hawaii,15,16755,221,44,0
4557,2020-11-18,Hawaii,15,16817,222,62,1
4558,2020-11-19,Hawaii,15,16917,222,100,0
4559,2020-11-20,Hawaii,15,17029,222,112,0
4560,2020-11-21,Hawaii,15,17182,229,153,7
4561,2020-11-22,Hawaii,15,17302,231,120,2
4562,2020-11-23,Hawaii,15,17405,231,103,0
4563,2020-11-24,Hawaii,15,17461,231,56,0
4564,2020-11-25,Hawaii,15,17561,233,100,2
4565,2020-11-26,Hawaii,15,17678,235,117,2
4566,2020-11-27,Hawaii,15,17796,238,118,3
4567,2020-11-28,Hawaii,15,17871,238,75,0
4568,2020-11-29,Hawaii,15,17925,242,54,4
4569,2020-11-30,Hawaii,15,18006,242,81,0
4570,2020-12-01,Hawaii,15,18049,242,43,0
4571,2020-12-02,Hawaii,15,18117,242,68,0
4572,2020-12-03,Hawaii,15,18256,244,139,2
4573,2020-12-04,Hawaii,15,18373,254,117,10
4574,2020-12-05,Hawaii,15,18484,259,111,5
4575,2020-12-06,Hawaii,15,18581,260,97,1
4576,2020-12-07,Hawaii,15,18659,260,78,0
4577,2020-12-08,Hawaii,15,18712,260,53,0
4578,2020-12-09,Hawaii,15,18785,264,73,4
4579,2020-12-10,Hawaii,15,18901,266,116,2
4580,2020-12-11,Hawaii,15,19029,267,128,1
4581,2020-12-12,Hawaii,15,19225,269,196,2
4582,2020-12-13,Hawaii,15,19302,272,77,3
4583,2020-12-14,Hawaii,15,19489,272,187,0
4584,2020-12-15,Hawaii,15,19541,272,52,0
4585,2020-12-16,Hawaii,15,19645,276,104,4
4586,2020-12-17,Hawaii,15,19781,278,136,2
4587,2020-12-18,Hawaii,15,19937,279,156,1
4588,2020-12-19,Hawaii,15,20089,279,152,0
4589,2020-12-20,Hawaii,15,20291,280,202,1
4590,2020-12-21,Hawaii,15,20423,280,132,0
4591,2020-12-22,Hawaii,15,20487,280,64,0
4592,2020-12-23,Hawaii,15,20582,283,95,3
4593,2020-12-24,Hawaii,15,20707,283,125,0
4594,2020-12-25,Hawaii,15,20861,283,154,0
4595,2020-12-26,Hawaii,15,20970,283,109,0
4596,2020-12-27,Hawaii,15,21064,283,94,0
4597,2020-12-28,Hawaii,15,21109,283,45,0
4598,2020-12-29,Hawaii,15,21180,283,71,0
4599,2020-12-30,Hawaii,15,21284,283,104,0
4600,2020-12-31,Hawaii,15,21459,286,175,3
4601,2021-01-01,Hawaii,15,21736,287,277,1
4602,2021-01-02,Hawaii,15,21895,287,159,0
4603,2021-01-03,Hawaii,15,22017,287,122,0
4604,2021-01-04,Hawaii,15,22092,287,75,0
4605,2021-01-05,Hawaii,15,22199,287,107,0
4606,2021-01-06,Hawaii,15,22325,297,126,10
4607,2021-01-07,Hawaii,15,22611,297,286,0
4608,2021-01-08,Hawaii,15,22894,301,283,4
4609,2021-01-09,Hawaii,15,23122,305,228,4
4610,2021-01-10,Hawaii,15,23300,306,178,1
4611,2021-01-11,Hawaii,15,23462,306,162,0
4612,2021-01-12,Hawaii,15,23570,306,108,0
4613,2021-01-13,Hawaii,15,23663,309,93,3
4614,2021-01-14,Hawaii,15,23827,315,164,6
4615,2021-01-15,Hawaii,15,24032,315,205,0
4616,2021-01-16,Hawaii,15,24188,317,156,2
4617,2021-01-17,Hawaii,15,24309,319,121,2
4618,2021-01-18,Hawaii,15,24424,319,115,0
4619,2021-01-19,Hawaii,15,24483,321,59,2
4620,2021-01-20,Hawaii,15,24551,322,68,1
4621,2021-01-21,Hawaii,15,24663,325,112,3
4622,2021-01-22,Hawaii,15,24823,329,160,4
4623,2021-01-23,Hawaii,15,24950,333,127,4
4624,2021-01-24,Hawaii,15,25093,339,143,6
4625,2021-01-25,Hawaii,15,25209,339,116,0
4626,2021-01-26,Hawaii,15,25272,398,63,59
4627,2021-01-27,Hawaii,15,25366,401,94,3
4628,2021-01-28,Hawaii,15,25460,403,94,2
4629,2021-01-29,Hawaii,15,25599,404,139,1
4630,2021-01-30,Hawaii,15,25708,404,109,0
4631,2021-01-31,Hawaii,15,25786,407,78,3
4632,2021-02-01,Hawaii,15,25870,407,84,0
4633,2021-02-02,Hawaii,15,25932,407,62,0
4634,2021-02-03,Hawaii,15,26000,411,68,4
4635,2021-02-04,Hawaii,15,26101,413,101,2
4636,2021-02-05,Hawaii,15,26221,413,120,0
4637,2021-02-06,Hawaii,15,26325,413,104,0
4638,2021-02-07,Hawaii,15,26398,415,73,2
4639,2021-02-08,Hawaii,15,26428,415,30,0
4640,2021-02-09,Hawaii,15,26456,415,28,0
4641,2021-02-10,Hawaii,15,26507,420,51,5
4642,2021-02-11,Hawaii,15,26591,421,84,1
4643,2021-02-12,Hawaii,15,26672,422,81,1
4644,2021-02-13,Hawaii,15,26729,422,57,0
4645,2021-02-14,Hawaii,15,26772,423,43,1
4646,2021-02-15,Hawaii,15,26803,423,31,0
4647,2021-02-16,Hawaii,15,26819,423,16,0
4648,2021-02-17,Hawaii,15,26846,424,27,1
4649,2021-02-18,Hawaii,15,26906,425,60,1
4650,2021-02-19,Hawaii,15,26962,427,56,2
4651,2021-02-20,Hawaii,15,27011,427,49,0
4652,2021-02-21,Hawaii,15,27075,428,64,1
4653,2021-02-22,Hawaii,15,27124,428,49,0
4654,2021-02-23,Hawaii,15,27168,428,44,0
4655,2021-02-24,Hawaii,15,27211,432,43,4
4656,2021-02-25,Hawaii,15,27247,432,36,0
4657,2021-02-26,Hawaii,15,27320,434,73,2
4658,2021-02-27,Hawaii,15,27419,436,99,2
4659,2021-02-28,Hawaii,15,27473,436,54,0
4660,2021-03-01,Hawaii,15,27499,436,26,0
4661,2021-03-02,Hawaii,15,27532,436,33,0
4662,2021-03-03,Hawaii,15,27549,438,17,2
4663,2021-03-04,Hawaii,15,27604,438,55,0
4664,2021-03-05,Hawaii,15,27693,440,89,2
4665,2021-03-06,Hawaii,15,27774,441,81,1
4666,2021-03-07,Hawaii,15,27821,442,47,1
4667,2021-03-08,Hawaii,15,27862,442,41,0
4668,2021-03-09,Hawaii,15,27903,442,41,0
4669,2021-03-10,Hawaii,15,27944,445,41,3
4670,2021-03-11,Hawaii,15,27998,445,54,0
4671,2021-03-12,Hawaii,15,28156,446,158,1
4672,2021-03-13,Hawaii,15,28218,447,62,1
4673,2021-03-14,Hawaii,15,28268,448,50,1
4674,2021-03-15,Hawaii,15,28312,448,44,0
4675,2021-03-16,Hawaii,15,28357,448,45,0
4676,2021-03-17,Hawaii,15,28423,448,66,0
4677,2021-03-18,Hawaii,15,28509,448,86,0
4678,2021-03-19,Hawaii,15,28678,449,169,1
4679,2021-03-20,Hawaii,15,28763,450,85,1
4680,2021-03-21,Hawaii,15,28834,451,71,1
4681,2021-03-22,Hawaii,15,28912,451,78,0
4682,2021-03-23,Hawaii,15,28950,451,38,0
4683,2021-03-24,Hawaii,15,29005,454,55,3
4684,2021-03-25,Hawaii,15,29120,455,115,1
4685,2020-03-13,Idaho,16,1,0,1,0
4686,2020-03-14,Idaho,16,5,0,4,0
4687,2020-03-15,Idaho,16,5,0,0,0
4688,2020-03-16,Idaho,16,5,0,0,0
4689,2020-03-17,Idaho,16,9,0,4,0
4690,2020-03-18,Idaho,16,11,0,2,0
4691,2020-03-19,Idaho,16,23,0,12,0
4692,2020-03-20,Idaho,16,31,0,8,0
4693,2020-03-21,Idaho,16,42,0,11,0
4694,2020-03-22,Idaho,16,47,0,5,0
4695,2020-03-23,Idaho,16,50,0,3,0
4696,2020-03-24,Idaho,16,73,0,23,0
4697,2020-03-25,Idaho,16,123,0,50,0
4698,2020-03-26,Idaho,16,189,3,66,3
4699,2020-03-27,Idaho,16,232,4,43,1
4700,2020-03-28,Idaho,16,262,5,30,1
4701,2020-03-29,Idaho,16,310,6,48,1
4702,2020-03-30,Idaho,16,415,7,105,1
4703,2020-03-31,Idaho,16,526,9,111,2
4704,2020-04-01,Idaho,16,669,9,143,0
4705,2020-04-02,Idaho,16,891,9,222,0
4706,2020-04-03,Idaho,16,1012,10,121,1
4707,2020-04-04,Idaho,16,1076,10,64,0
4708,2020-04-05,Idaho,16,1100,10,24,0
4709,2020-04-06,Idaho,16,1170,13,70,3
4710,2020-04-07,Idaho,16,1210,15,40,2
4711,2020-04-08,Idaho,16,1232,19,22,4
4712,2020-04-09,Idaho,16,1366,24,134,5
4713,2020-04-10,Idaho,16,1425,25,59,1
4714,2020-04-11,Idaho,16,1438,27,13,2
4715,2020-04-12,Idaho,16,1457,27,19,0
4716,2020-04-13,Idaho,16,1499,33,42,6
4717,2020-04-14,Idaho,16,1538,39,39,6
4718,2020-04-15,Idaho,16,1587,41,49,2
4719,2020-04-16,Idaho,16,1609,41,22,0
4720,2020-04-17,Idaho,16,1655,43,46,2
4721,2020-04-18,Idaho,16,1668,44,13,1
4722,2020-04-19,Idaho,16,1672,45,4,1
4723,2020-04-20,Idaho,16,1736,48,64,3
4724,2020-04-21,Idaho,16,1766,51,30,3
4725,2020-04-22,Idaho,16,1802,54,36,3
4726,2020-04-23,Idaho,16,1836,54,34,0
4727,2020-04-24,Idaho,16,1870,54,34,0
4728,2020-04-25,Idaho,16,1887,56,17,2
4729,2020-04-26,Idaho,16,1897,56,10,0
4730,2020-04-27,Idaho,16,1917,58,20,2
4731,2020-04-28,Idaho,16,1952,60,35,2
4732,2020-04-29,Idaho,16,1984,60,32,0
4733,2020-04-30,Idaho,16,2016,63,32,3
4734,2020-05-01,Idaho,16,2035,63,19,0
4735,2020-05-02,Idaho,16,2061,64,26,1
4736,2020-05-03,Idaho,16,2059,64,-2,0
4737,2020-05-04,Idaho,16,2106,64,47,0
4738,2020-05-05,Idaho,16,2127,66,21,2
4739,2020-05-06,Idaho,16,2158,67,31,1
4740,2020-05-07,Idaho,16,2178,67,20,0
4741,2020-05-08,Idaho,16,2205,67,27,0
4742,2020-05-09,Idaho,16,2230,67,25,0
4743,2020-05-10,Idaho,16,2232,67,2,0
4744,2020-05-11,Idaho,16,2261,69,29,2
4745,2020-05-12,Idaho,16,2294,69,33,0
4746,2020-05-13,Idaho,16,2325,69,31,0
4747,2020-05-14,Idaho,16,2352,72,27,3
4748,2020-05-15,Idaho,16,2389,73,37,1
4749,2020-05-16,Idaho,16,2419,73,30,0
4750,2020-05-17,Idaho,16,2421,73,2,0
4751,2020-05-18,Idaho,16,2455,74,34,1
4752,2020-05-19,Idaho,16,2476,77,21,3
4753,2020-05-20,Idaho,16,2506,77,30,0
4754,2020-05-21,Idaho,16,2534,77,28,0
4755,2020-05-22,Idaho,16,2595,79,61,2
4756,2020-05-23,Idaho,16,2626,79,31,0
4757,2020-05-24,Idaho,16,2650,79,24,0
4758,2020-05-25,Idaho,16,2664,79,14,0
4759,2020-05-26,Idaho,16,2699,81,35,2
4760,2020-05-27,Idaho,16,2731,82,32,1
4761,2020-05-28,Idaho,16,2770,82,39,0
4762,2020-05-29,Idaho,16,2804,82,34,0
4763,2020-05-30,Idaho,16,2840,82,36,0
4764,2020-05-31,Idaho,16,2855,82,15,0
4765,2020-06-01,Idaho,16,2908,83,53,1
4766,2020-06-02,Idaho,16,2935,83,27,0
4767,2020-06-03,Idaho,16,2990,83,55,0
4768,2020-06-04,Idaho,16,3054,83,64,0
4769,2020-06-05,Idaho,16,3111,83,57,0
4770,2020-06-06,Idaho,16,3139,83,28,0
4771,2020-06-07,Idaho,16,3153,83,14,0
4772,2020-06-08,Idaho,16,3197,83,44,0
4773,2020-06-09,Idaho,16,3226,85,29,2
4774,2020-06-10,Idaho,16,3262,85,36,0
4775,2020-06-11,Idaho,16,3303,86,41,1
4776,2020-06-12,Idaho,16,3354,87,51,1
4777,2020-06-13,Idaho,16,3399,87,45,0
4778,2020-06-14,Idaho,16,3413,88,14,1
4779,2020-06-15,Idaho,16,3472,89,59,1
4780,2020-06-16,Idaho,16,3543,89,71,0
4781,2020-06-17,Idaho,16,3634,89,91,0
4782,2020-06-18,Idaho,16,3744,90,110,1
4783,2020-06-19,Idaho,16,3871,90,127,0
4784,2020-06-20,Idaho,16,4006,90,135,0
4785,2020-06-21,Idaho,16,4025,90,19,0
4786,2020-06-22,Idaho,16,4267,90,242,0
4787,2020-06-23,Idaho,16,4412,90,145,0
4788,2020-06-24,Idaho,16,4650,91,238,1
4789,2020-06-25,Idaho,16,4869,91,219,0
4790,2020-06-26,Idaho,16,5149,91,280,0
4791,2020-06-27,Idaho,16,5319,92,170,1
4792,2020-06-28,Idaho,16,5543,91,224,-1
4793,2020-06-29,Idaho,16,5770,91,227,0
4794,2020-06-30,Idaho,16,6124,92,354,1
4795,2020-07-01,Idaho,16,6379,92,255,0
4796,2020-07-02,Idaho,16,6688,93,309,1
4797,2020-07-03,Idaho,16,7034,94,346,1
4798,2020-07-04,Idaho,16,7431,94,397,0
4799,2020-07-05,Idaho,16,7799,94,368,0
4800,2020-07-06,Idaho,16,8222,94,423,0
4801,2020-07-07,Idaho,16,8582,94,360,0
4802,2020-07-08,Idaho,16,9004,98,422,4
4803,2020-07-09,Idaho,16,9598,101,594,3
4804,2020-07-10,Idaho,16,10073,101,475,0
4805,2020-07-11,Idaho,16,10584,102,511,1
4806,2020-07-12,Idaho,16,10971,102,387,0
4807,2020-07-13,Idaho,16,11531,102,560,0
4808,2020-07-14,Idaho,16,11962,103,431,1
4809,2020-07-15,Idaho,16,12599,111,637,8
4810,2020-07-16,Idaho,16,13261,114,662,3
4811,2020-07-17,Idaho,16,13879,119,618,5
4812,2020-07-18,Idaho,16,14433,120,554,1
4813,2020-07-19,Idaho,16,14960,120,527,0
4814,2020-07-20,Idaho,16,15380,123,420,3
4815,2020-07-21,Idaho,16,15899,127,519,4
4816,2020-07-22,Idaho,16,16395,136,496,9
4817,2020-07-23,Idaho,16,16862,142,467,6
4818,2020-07-24,Idaho,16,17411,148,549,6
4819,2020-07-25,Idaho,16,17920,150,509,2
4820,2020-07-26,Idaho,16,18262,150,342,0
4821,2020-07-27,Idaho,16,18836,159,574,9
4822,2020-07-28,Idaho,16,19318,168,482,9
4823,2020-07-29,Idaho,16,19810,176,492,8
4824,2020-07-30,Idaho,16,20378,180,568,4
4825,2020-07-31,Idaho,16,20853,193,475,13
4826,2020-08-01,Idaho,16,21231,197,378,4
4827,2020-08-02,Idaho,16,21465,197,234,0
4828,2020-08-03,Idaho,16,21838,202,373,5
4829,2020-08-04,Idaho,16,22357,214,519,12
4830,2020-08-05,Idaho,16,22854,218,497,4
4831,2020-08-06,Idaho,16,23510,227,656,9
4832,2020-08-07,Idaho,16,24073,231,563,4
4833,2020-08-08,Idaho,16,24593,236,520,5
4834,2020-08-09,Idaho,16,24797,237,204,1
4835,2020-08-10,Idaho,16,25267,239,470,2
4836,2020-08-11,Idaho,16,25767,248,500,9
4837,2020-08-12,Idaho,16,26280,251,513,3
4838,2020-08-13,Idaho,16,26814,256,534,5
4839,2020-08-14,Idaho,16,27312,267,498,11
4840,2020-08-15,Idaho,16,27620,269,308,2
4841,2020-08-16,Idaho,16,27794,269,174,0
4842,2020-08-17,Idaho,16,28113,275,319,6
4843,2020-08-18,Idaho,16,28486,283,373,8
4844,2020-08-19,Idaho,16,28829,292,343,9
4845,2020-08-20,Idaho,16,29252,299,423,7
4846,2020-08-21,Idaho,16,29510,305,258,6
4847,2020-08-22,Idaho,16,29808,307,298,2
4848,2020-08-23,Idaho,16,29973,308,165,1
4849,2020-08-24,Idaho,16,30260,315,287,7
4850,2020-08-25,Idaho,16,30648,328,388,13
4851,2020-08-26,Idaho,16,30968,337,320,9
4852,2020-08-27,Idaho,16,31326,343,358,6
4853,2020-08-28,Idaho,16,31643,357,317,14
4854,2020-08-29,Idaho,16,31874,359,231,2
4855,2020-08-30,Idaho,16,32034,360,160,1
4856,2020-08-31,Idaho,16,32256,364,222,4
4857,2020-09-01,Idaho,16,32703,370,447,6
4858,2020-09-02,Idaho,16,33059,374,356,4
4859,2020-09-03,Idaho,16,33361,375,302,1
4860,2020-09-04,Idaho,16,33628,386,267,11
4861,2020-09-05,Idaho,16,33884,386,256,0
4862,2020-09-06,Idaho,16,34053,387,169,1
4863,2020-09-07,Idaho,16,34153,387,100,0
4864,2020-09-08,Idaho,16,34461,390,308,3
4865,2020-09-09,Idaho,16,34707,406,246,16
4866,2020-09-10,Idaho,16,35027,407,320,1
4867,2020-09-11,Idaho,16,35354,415,327,8
4868,2020-09-12,Idaho,16,35588,416,234,1
4869,2020-09-13,Idaho,16,35693,416,105,0
4870,2020-09-14,Idaho,16,35984,420,291,4
4871,2020-09-15,Idaho,16,36306,425,322,5
4872,2020-09-16,Idaho,16,36594,430,288,5
4873,2020-09-17,Idaho,16,36924,435,330,5
4874,2020-09-18,Idaho,16,37358,439,434,4
4875,2020-09-19,Idaho,16,37624,441,266,2
4876,2020-09-20,Idaho,16,37768,443,144,2
4877,2020-09-21,Idaho,16,38196,447,428,4
4878,2020-09-22,Idaho,16,38676,452,480,5
4879,2020-09-23,Idaho,16,39030,454,354,2
4880,2020-09-24,Idaho,16,39547,458,517,4
4881,2020-09-25,Idaho,16,40228,458,681,0
4882,2020-09-26,Idaho,16,40411,460,183,2
4883,2020-09-27,Idaho,16,40501,460,90,0
4884,2020-09-28,Idaho,16,41386,460,885,0
4885,2020-09-29,Idaho,16,41854,466,468,6
4886,2020-09-30,Idaho,16,42549,469,695,3
4887,2020-10-01,Idaho,16,42915,473,366,4
4888,2020-10-02,Idaho,16,43528,478,613,5
4889,2020-10-03,Idaho,16,43702,480,174,2
4890,2020-10-04,Idaho,16,43964,482,262,2
4891,2020-10-05,Idaho,16,44832,487,868,5
4892,2020-10-06,Idaho,16,45487,494,655,7
4893,2020-10-07,Idaho,16,46233,502,746,8
4894,2020-10-08,Idaho,16,46848,504,615,2
4895,2020-10-09,Idaho,16,47674,506,826,2
4896,2020-10-10,Idaho,16,47927,508,253,2
4897,2020-10-11,Idaho,16,48155,508,228,0
4898,2020-10-12,Idaho,16,48663,511,508,3
4899,2020-10-13,Idaho,16,49987,514,1324,3
4900,2020-10-14,Idaho,16,50534,520,547,6
4901,2020-10-15,Idaho,16,51471,521,937,1
4902,2020-10-16,Idaho,16,52234,529,763,8
4903,2020-10-17,Idaho,16,52582,532,348,3
4904,2020-10-18,Idaho,16,53092,532,510,0
4905,2020-10-19,Idaho,16,54123,535,1031,3
4906,2020-10-20,Idaho,16,55153,541,1030,6
4907,2020-10-21,Idaho,16,55922,551,769,10
4908,2020-10-22,Idaho,16,56944,560,1022,9
4909,2020-10-23,Idaho,16,58083,568,1139,8
4910,2020-10-24,Idaho,16,58964,573,881,5
4911,2020-10-25,Idaho,16,59344,574,380,1
4912,2020-10-26,Idaho,16,60400,582,1056,8
4913,2020-10-27,Idaho,16,61282,588,882,6
4914,2020-10-28,Idaho,16,62197,600,915,12
4915,2020-10-29,Idaho,16,63195,618,998,18
4916,2020-10-30,Idaho,16,64175,627,980,9
4917,2020-10-31,Idaho,16,64797,630,622,3
4918,2020-11-01,Idaho,16,65272,631,475,1
4919,2020-11-02,Idaho,16,66249,641,977,10
4920,2020-11-03,Idaho,16,67504,649,1255,8
4921,2020-11-04,Idaho,16,68791,665,1287,16
4922,2020-11-05,Idaho,16,70005,673,1214,8
4923,2020-11-06,Idaho,16,71496,685,1491,12
4924,2020-11-07,Idaho,16,72528,685,1032,0
4925,2020-11-08,Idaho,16,73212,691,684,6
4926,2020-11-09,Idaho,16,74713,704,1501,13
4927,2020-11-10,Idaho,16,76010,720,1297,16
4928,2020-11-11,Idaho,16,77536,738,1526,18
4929,2020-11-12,Idaho,16,78877,753,1341,15
4930,2020-11-13,Idaho,16,80440,756,1563,3
4931,2020-11-14,Idaho,16,81625,763,1185,7
4932,2020-11-15,Idaho,16,82545,763,920,0
4933,2020-11-16,Idaho,16,83906,773,1361,10
4934,2020-11-17,Idaho,16,85383,803,1477,30
4935,2020-11-18,Idaho,16,87020,815,1637,12
4936,2020-11-19,Idaho,16,88642,838,1622,23
4937,2020-11-20,Idaho,16,90346,849,1704,11
4938,2020-11-21,Idaho,16,91312,851,966,2
4939,2020-11-22,Idaho,16,91935,852,623,1
4940,2020-11-23,Idaho,16,93602,869,1667,17
4941,2020-11-24,Idaho,16,95588,881,1986,12
4942,2020-11-25,Idaho,16,97007,901,1419,20
4943,2020-11-26,Idaho,16,97007,901,0,0
4944,2020-11-27,Idaho,16,99148,914,2141,13
4945,2020-11-28,Idaho,16,99984,919,836,5
4946,2020-11-29,Idaho,16,100758,925,774,6
4947,2020-11-30,Idaho,16,102158,937,1400,12
4948,2020-12-01,Idaho,16,103642,966,1484,29
4949,2020-12-02,Idaho,16,105250,1002,1608,36
4950,2020-12-03,Idaho,16,106882,1023,1632,21
4951,2020-12-04,Idaho,16,108741,1037,1859,14
4952,2020-12-05,Idaho,16,109764,1037,1023,0
4953,2020-12-06,Idaho,16,110553,1040,789,3
4954,2020-12-07,Idaho,16,112433,1062,1880,22
4955,2020-12-08,Idaho,16,114411,1081,1978,19
4956,2020-12-09,Idaho,16,116677,1124,2266,43
4957,2020-12-10,Idaho,16,118352,1145,1675,21
4958,2020-12-11,Idaho,16,119934,1169,1582,24
4959,2020-12-12,Idaho,16,120703,1173,769,4
4960,2020-12-13,Idaho,16,121243,1179,540,6
4961,2020-12-14,Idaho,16,122679,1199,1436,20
4962,2020-12-15,Idaho,16,124286,1219,1607,20
4963,2020-12-16,Idaho,16,125834,1247,1548,28
4964,2020-12-17,Idaho,16,127224,1266,1390,19
4965,2020-12-18,Idaho,16,128498,1280,1274,14
4966,2020-12-19,Idaho,16,129334,1280,836,0
4967,2020-12-20,Idaho,16,130039,1284,705,4
4968,2020-12-21,Idaho,16,131468,1305,1429,21
4969,2020-12-22,Idaho,16,132950,1317,1482,12
4970,2020-12-23,Idaho,16,134258,1343,1308,26
4971,2020-12-24,Idaho,16,135383,1353,1125,10
4972,2020-12-25,Idaho,16,135383,1353,0,0
4973,2020-12-26,Idaho,16,135886,1357,503,4
4974,2020-12-27,Idaho,16,136281,1357,395,0
4975,2020-12-28,Idaho,16,137449,1381,1168,24
4976,2020-12-29,Idaho,16,138909,1396,1460,15
4977,2020-12-30,Idaho,16,140150,1409,1241,13
4978,2020-12-31,Idaho,16,141388,1438,1238,29
4979,2021-01-01,Idaho,16,141388,1438,0,0
4980,2021-01-02,Idaho,16,142290,1451,902,13
4981,2021-01-03,Idaho,16,142568,1451,278,0
4982,2021-01-04,Idaho,16,143833,1462,1265,11
4983,2021-01-05,Idaho,16,145134,1474,1301,12
4984,2021-01-06,Idaho,16,146322,1495,1188,21
4985,2021-01-07,Idaho,16,147500,1519,1178,24
4986,2021-01-08,Idaho,16,148578,1526,1078,7
4987,2021-01-09,Idaho,16,149316,1530,738,4
4988,2021-01-10,Idaho,16,149742,1536,426,6
4989,2021-01-11,Idaho,16,150557,1552,815,16
4990,2021-01-12,Idaho,16,151474,1563,917,11
4991,2021-01-13,Idaho,16,152560,1576,1086,13
4992,2021-01-14,Idaho,16,153506,1593,946,17
4993,2021-01-15,Idaho,16,154785,1606,1279,13
4994,2021-01-16,Idaho,16,155357,1607,572,1
4995,2021-01-17,Idaho,16,155617,1609,260,2
4996,2021-01-18,Idaho,16,155641,1609,24,0
4997,2021-01-19,Idaho,16,157069,1639,1428,30
4998,2021-01-20,Idaho,16,157745,1637,676,-2
4999,2021-01-21,Idaho,16,158400,1658,655,21
5000,2021-01-22,Idaho,16,159000,1669,600,11
5001,2021-01-23,Idaho,16,159406,1670,406,1
5002,2021-01-24,Idaho,16,159581,1671,175,1
5003,2021-01-25,Idaho,16,160182,1687,601,16
5004,2021-01-26,Idaho,16,160727,1691,545,4
5005,2021-01-27,Idaho,16,161369,1716,642,25
5006,2021-01-28,Idaho,16,161863,1724,494,8
5007,2021-01-29,Idaho,16,162482,1727,619,3
5008,2021-01-30,Idaho,16,162762,1727,280,0
5009,2021-01-31,Idaho,16,162762,1727,0,0
5010,2021-02-01,Idaho,16,163291,1737,529,10
5011,2021-02-02,Idaho,16,163781,1743,490,6
5012,2021-02-03,Idaho,16,164257,1750,476,7
5013,2021-02-04,Idaho,16,164696,1749,439,-1
5014,2021-02-05,Idaho,16,165058,1760,362,11
5015,2021-02-06,Idaho,16,165259,1769,201,9
5016,2021-02-07,Idaho,16,165259,1769,0,0
5017,2021-02-08,Idaho,16,165826,1778,567,9
5018,2021-02-09,Idaho,16,166241,1782,415,4
5019,2021-02-10,Idaho,16,166656,1793,415,11
5020,2021-02-11,Idaho,16,167026,1793,370,0
5021,2021-02-12,Idaho,16,167350,1801,324,8
