,date,state,fips,cases,deaths,cases_d,deaths_d
0,2020-03-13,Alabama,1,6,0,6,0
1,2020-03-14,Alabama,1,12,0,6,0
2,2020-03-15,Alabama,1,23,0,11,0
3,2020-03-16,Alabama,1,29,0,6,0
4,2020-03-17,Alabama,1,39,0,10,0
5,2020-03-18,Alabama,1,51,0,12,0
6,2020-03-19,Alabama,1,78,0,27,0
7,2020-03-20,Alabama,1,106,0,28,0
8,2020-03-21,Alabama,1,131,0,25,0
9,2020-03-22,Alabama,1,157,0,26,0
10,2020-03-23,Alabama,1,196,0,39,0
11,2020-03-24,Alabama,1,242,0,46,0
12,2020-03-25,Alabama,1,386,1,144,1
13,2020-03-26,Alabama,1,538,3,152,2
14,2020-03-27,Alabama,1,639,4,101,1
15,2020-03-28,Alabama,1,720,4,81,0
16,2020-03-29,Alabama,1,830,5,110,1
17,2020-03-30,Alabama,1,947,11,117,6
18,2020-03-31,Alabama,1,999,14,52,3
19,2020-04-01,Alabama,1,1108,28,109,14
20,2020-04-02,Alabama,1,1270,32,162,4
21,2020-04-03,Alabama,1,1535,38,265,6
22,2020-04-04,Alabama,1,1632,44,97,6
23,2020-04-05,Alabama,1,1840,45,208,1
24,2020-04-06,Alabama,1,2005,53,165,8
25,2020-04-07,Alabama,1,2197,64,192,11
26,2020-04-08,Alabama,1,2498,67,301,3
27,2020-04-09,Alabama,1,2838,78,340,11
28,2020-04-10,Alabama,1,3008,80,170,2
29,2020-04-11,Alabama,1,3262,93,254,13
30,2020-04-12,Alabama,1,3583,93,321,0
31,2020-04-13,Alabama,1,3805,104,222,11
32,2020-04-14,Alabama,1,3953,114,148,10
33,2020-04-15,Alabama,1,4241,123,288,9
34,2020-04-16,Alabama,1,4404,137,163,14
35,2020-04-17,Alabama,1,4572,151,168,14
36,2020-04-18,Alabama,1,4723,147,151,-4
37,2020-04-19,Alabama,1,4903,160,180,13
38,2020-04-20,Alabama,1,5078,164,175,4
39,2020-04-21,Alabama,1,5327,186,249,22
40,2020-04-22,Alabama,1,5610,201,283,15
41,2020-04-23,Alabama,1,5832,197,222,-4
42,2020-04-24,Alabama,1,6026,209,194,12
43,2020-04-25,Alabama,1,6213,213,187,4
44,2020-04-26,Alabama,1,6421,219,208,6
45,2020-04-27,Alabama,1,6539,228,118,9
46,2020-04-28,Alabama,1,6750,242,211,14
47,2020-04-29,Alabama,1,6925,262,175,20
48,2020-04-30,Alabama,1,7068,272,143,10
49,2020-05-01,Alabama,1,7294,289,226,17
50,2020-05-02,Alabama,1,7611,288,317,-1
51,2020-05-03,Alabama,1,7888,290,277,2
52,2020-05-04,Alabama,1,8112,298,224,8
53,2020-05-05,Alabama,1,8437,315,325,17
54,2020-05-06,Alabama,1,8691,343,254,28
55,2020-05-07,Alabama,1,9046,369,355,26
56,2020-05-08,Alabama,1,9385,383,339,14
57,2020-05-09,Alabama,1,9668,390,283,7
58,2020-05-10,Alabama,1,9889,393,221,3
59,2020-05-11,Alabama,1,10164,403,275,10
60,2020-05-12,Alabama,1,10464,435,300,32
61,2020-05-13,Alabama,1,10700,450,236,15
62,2020-05-14,Alabama,1,11101,473,401,23
63,2020-05-15,Alabama,1,11373,483,272,10
64,2020-05-16,Alabama,1,11674,485,301,2
65,2020-05-17,Alabama,1,11771,488,97,3
66,2020-05-18,Alabama,1,12086,489,315,1
67,2020-05-19,Alabama,1,12376,504,290,15
68,2020-05-20,Alabama,1,13052,522,676,18
69,2020-05-21,Alabama,1,13414,529,362,7
70,2020-05-22,Alabama,1,13670,541,256,12
71,2020-05-23,Alabama,1,14149,549,479,8
72,2020-05-24,Alabama,1,14478,551,329,2
73,2020-05-25,Alabama,1,14986,566,508,15
74,2020-05-26,Alabama,1,15650,580,664,14
75,2020-05-27,Alabama,1,16032,583,382,3
76,2020-05-28,Alabama,1,16530,591,498,8
77,2020-05-29,Alabama,1,17031,610,501,19
78,2020-05-30,Alabama,1,17359,618,328,8
79,2020-05-31,Alabama,1,17952,630,593,12
80,2020-06-01,Alabama,1,18534,646,582,16
81,2020-06-02,Alabama,1,18771,653,237,7
82,2020-06-03,Alabama,1,18851,653,80,0
83,2020-06-04,Alabama,1,19072,653,221,0
84,2020-06-05,Alabama,1,19387,676,315,23
85,2020-06-06,Alabama,1,20043,689,656,13
86,2020-06-07,Alabama,1,20500,692,457,3
87,2020-06-08,Alabama,1,20925,718,425,26
88,2020-06-09,Alabama,1,21422,729,497,11
89,2020-06-10,Alabama,1,21989,744,567,15
90,2020-06-11,Alabama,1,22845,755,856,11
91,2020-06-12,Alabama,1,23710,769,865,14
92,2020-06-13,Alabama,1,24601,773,891,4
93,2020-06-14,Alabama,1,25615,773,1014,0
94,2020-06-15,Alabama,1,26272,774,657,1
95,2020-06-16,Alabama,1,26912,785,640,11
96,2020-06-17,Alabama,1,27312,790,400,5
97,2020-06-18,Alabama,1,28206,810,894,20
98,2020-06-19,Alabama,1,29002,822,796,12
99,2020-06-20,Alabama,1,29549,838,547,16
100,2020-06-21,Alabama,1,30021,839,472,1
101,2020-06-22,Alabama,1,30454,841,433,2
102,2020-06-23,Alabama,1,31097,864,643,23
103,2020-06-24,Alabama,1,32064,891,967,27
104,2020-06-25,Alabama,1,33206,896,1142,5
105,2020-06-26,Alabama,1,34183,907,977,11
106,2020-06-27,Alabama,1,35083,919,900,12
107,2020-06-28,Alabama,1,35441,919,358,0
108,2020-06-29,Alabama,1,37175,929,1734,10
109,2020-06-30,Alabama,1,38045,950,870,21
110,2020-07-01,Alabama,1,38962,972,917,22
111,2020-07-02,Alabama,1,40111,985,1149,13
112,2020-07-03,Alabama,1,41865,1006,1754,21
113,2020-07-04,Alabama,1,42862,1007,997,1
114,2020-07-05,Alabama,1,43953,1007,1091,0
115,2020-07-06,Alabama,1,44878,1007,925,0
116,2020-07-07,Alabama,1,45785,1033,907,26
117,2020-07-08,Alabama,1,46962,1058,1177,25
118,2020-07-09,Alabama,1,49174,1068,2212,10
119,2020-07-10,Alabama,1,50508,1104,1334,36
120,2020-07-11,Alabama,1,51947,1114,1439,10
121,2020-07-12,Alabama,1,53587,1121,1640,7
122,2020-07-13,Alabama,1,55545,1124,1958,3
123,2020-07-14,Alabama,1,57255,1164,1710,40
124,2020-07-15,Alabama,1,59067,1211,1812,47
125,2020-07-16,Alabama,1,61088,1230,2021,19
126,2020-07-17,Alabama,1,63091,1265,2003,35
127,2020-07-18,Alabama,1,65234,1286,2143,21
128,2020-07-19,Alabama,1,67011,1287,1777,1
129,2020-07-20,Alabama,1,68891,1291,1880,4
130,2020-07-21,Alabama,1,70358,1303,1467,12
131,2020-07-22,Alabama,1,71813,1364,1455,61
132,2020-07-23,Alabama,1,74212,1397,2399,33
133,2020-07-24,Alabama,1,76005,1438,1793,41
134,2020-07-25,Alabama,1,78130,1456,2125,18
135,2020-07-26,Alabama,1,79294,1473,1164,17
136,2020-07-27,Alabama,1,81115,1491,1821,18
137,2020-07-28,Alabama,1,82366,1491,1251,0
138,2020-07-29,Alabama,1,83782,1538,1416,47
139,2020-07-30,Alabama,1,85762,1565,1980,27
140,2020-07-31,Alabama,1,87723,1580,1961,15
141,2020-08-01,Alabama,1,89349,1603,1626,23
142,2020-08-02,Alabama,1,91444,1627,2095,24
143,2020-08-03,Alabama,1,92661,1633,1217,6
144,2020-08-04,Alabama,1,93702,1666,1041,33
145,2020-08-05,Alabama,1,94654,1695,952,29
146,2020-08-06,Alabama,1,96592,1714,1938,19
147,2020-08-07,Alabama,1,98301,1735,1709,21
148,2020-08-08,Alabama,1,100173,1755,1872,20
149,2020-08-09,Alabama,1,101334,1768,1161,13
150,2020-08-10,Alabama,1,103020,1797,1686,29
151,2020-08-11,Alabama,1,103851,1847,831,50
152,2020-08-12,Alabama,1,104786,1882,935,35
153,2020-08-13,Alabama,1,105557,1890,771,8
154,2020-08-14,Alabama,1,106309,1893,752,3
155,2020-08-15,Alabama,1,107580,1896,1271,3
156,2020-08-16,Alabama,1,108433,1898,853,2
157,2020-08-17,Alabama,1,109004,1925,571,27
158,2020-08-18,Alabama,1,110361,1936,1357,11
159,2020-08-19,Alabama,1,111478,1944,1117,8
160,2020-08-20,Alabama,1,112449,1974,971,30
161,2020-08-21,Alabama,1,113632,1996,1183,22
162,2020-08-22,Alabama,1,114532,2011,900,15
163,2020-08-23,Alabama,1,115060,2013,528,2
164,2020-08-24,Alabama,1,116710,2024,1650,11
165,2020-08-25,Alabama,1,117242,2037,532,13
166,2020-08-26,Alabama,1,119254,2045,2012,8
167,2020-08-27,Alabama,1,121023,2076,1769,31
168,2020-08-28,Alabama,1,122185,2107,1162,31
169,2020-08-29,Alabama,1,123889,2152,1704,45
170,2020-08-30,Alabama,1,125235,2162,1346,10
171,2020-08-31,Alabama,1,126058,2182,823,20
172,2020-09-01,Alabama,1,127616,2200,1558,18
173,2020-09-02,Alabama,1,128239,2217,623,17
174,2020-09-03,Alabama,1,129285,2233,1046,16
175,2020-09-04,Alabama,1,130393,2266,1108,33
176,2020-09-05,Alabama,1,131803,2275,1410,9
177,2020-09-06,Alabama,1,132314,2276,511,1
178,2020-09-07,Alabama,1,132973,2276,659,0
179,2020-09-08,Alabama,1,133606,2277,633,1
180,2020-09-09,Alabama,1,134417,2285,811,8
181,2020-09-10,Alabama,1,135565,2301,1148,16
182,2020-09-11,Alabama,1,136703,2333,1138,32
183,2020-09-12,Alabama,1,137646,2350,943,17
184,2020-09-13,Alabama,1,138755,2351,1109,1
185,2020-09-14,Alabama,1,139459,2355,704,4
186,2020-09-15,Alabama,1,140160,2387,701,32
187,2020-09-16,Alabama,1,141087,2392,927,5
188,2020-09-17,Alabama,1,141757,2401,670,9
189,2020-09-18,Alabama,1,142863,2428,1106,27
190,2020-09-19,Alabama,1,144164,2437,1301,9
191,2020-09-20,Alabama,1,144962,2437,798,0
192,2020-09-21,Alabama,1,145780,2439,818,2
193,2020-09-22,Alabama,1,146584,2457,804,18
194,2020-09-23,Alabama,1,147153,2488,569,31
195,2020-09-24,Alabama,1,148206,2506,1053,18
196,2020-09-25,Alabama,1,150658,2491,2452,-15
197,2020-09-26,Alabama,1,151591,2501,933,10
198,2020-09-27,Alabama,1,152321,2502,730,1
199,2020-09-28,Alabama,1,152983,2501,662,-1
200,2020-09-29,Alabama,1,153554,2517,571,16
201,2020-09-30,Alabama,1,154701,2540,1147,23
202,2020-10-01,Alabama,1,155744,2548,1043,8
203,2020-10-02,Alabama,1,156698,2550,954,2
204,2020-10-03,Alabama,1,158380,2558,1682,8
205,2020-10-04,Alabama,1,159169,2558,789,0
206,2020-10-05,Alabama,1,159713,2559,544,1
207,2020-10-06,Alabama,1,160477,2580,764,21
208,2020-10-07,Alabama,1,161418,2601,941,21
209,2020-10-08,Alabama,1,161975,2637,557,36
210,2020-10-09,Alabama,1,163465,2653,1490,16
211,2020-10-10,Alabama,1,164526,2664,1061,11
212,2020-10-11,Alabama,1,165342,2664,816,0
213,2020-10-12,Alabama,1,166076,2665,734,1
214,2020-10-13,Alabama,1,167193,2665,1117,0
215,2020-10-14,Alabama,1,167977,2706,784,41
216,2020-10-15,Alabama,1,169162,2756,1185,50
217,2020-10-16,Alabama,1,170374,2786,1212,30
218,2020-10-17,Alabama,1,171662,2788,1288,2
219,2020-10-18,Alabama,1,172626,2788,964,0
220,2020-10-19,Alabama,1,173485,2789,859,1
221,2020-10-20,Alabama,1,174528,2805,1043,16
222,2020-10-21,Alabama,1,175674,2828,1146,23
223,2020-10-22,Alabama,1,177064,2843,1390,15
224,2020-10-23,Alabama,1,180916,2859,3852,16
225,2020-10-24,Alabama,1,183276,2866,2360,7
226,2020-10-25,Alabama,1,184355,2866,1079,0
227,2020-10-26,Alabama,1,185322,2866,967,0
228,2020-10-27,Alabama,1,186437,2892,1115,26
229,2020-10-28,Alabama,1,187706,2911,1269,19
230,2020-10-29,Alabama,1,189149,2914,1443,3
231,2020-10-30,Alabama,1,190496,2932,1347,18
232,2020-10-31,Alabama,1,192285,2967,1789,35
233,2020-11-01,Alabama,1,193985,2973,1700,6
234,2020-11-02,Alabama,1,194892,2973,907,0
235,2020-11-03,Alabama,1,195929,2987,1037,14
236,2020-11-04,Alabama,1,197777,3006,1848,19
237,2020-11-05,Alabama,1,199158,3026,1381,20
238,2020-11-06,Alabama,1,200714,3049,1556,23
239,2020-11-07,Alabama,1,202482,3082,1768,33
240,2020-11-08,Alabama,1,203687,3084,1205,2
241,2020-11-09,Alabama,1,204857,3084,1170,0
242,2020-11-10,Alabama,1,206567,3120,1710,36
243,2020-11-11,Alabama,1,208637,3201,2070,81
244,2020-11-12,Alabama,1,210637,3213,2000,12
245,2020-11-13,Alabama,1,213617,3231,2980,18
246,2020-11-14,Alabama,1,215843,3246,2226,15
247,2020-11-15,Alabama,1,217822,3248,1979,2
248,2020-11-16,Alabama,1,219232,3249,1410,1
249,2020-11-17,Alabama,1,220848,3301,1616,52
250,2020-11-18,Alabama,1,223486,3347,2638,46
251,2020-11-19,Alabama,1,225910,3419,2424,72
252,2020-11-20,Alabama,1,228373,3451,2463,32
253,2020-11-21,Alabama,1,230708,3457,2335,6
254,2020-11-22,Alabama,1,232506,3457,1798,0
255,2020-11-23,Alabama,1,234080,3459,1574,2
256,2020-11-24,Alabama,1,236865,3472,2785,13
257,2020-11-25,Alabama,1,239318,3532,2453,60
258,2020-11-26,Alabama,1,241957,3572,2639,40
259,2020-11-27,Alabama,1,242874,3572,917,0
260,2020-11-28,Alabama,1,244993,3572,2119,0
261,2020-11-29,Alabama,1,247229,3577,2236,5
262,2020-11-30,Alabama,1,249524,3578,2295,1
263,2020-12-01,Alabama,1,252900,3638,3376,60
264,2020-12-02,Alabama,1,256828,3711,3928,73
265,2020-12-03,Alabama,1,260359,3776,3531,65
266,2020-12-04,Alabama,1,264199,3831,3840,55
267,2020-12-05,Alabama,1,267589,3877,3390,46
268,2020-12-06,Alabama,1,269877,3889,2288,12
269,2020-12-07,Alabama,1,272229,3892,2352,3
270,2020-12-08,Alabama,1,276665,3942,4436,50
271,2020-12-09,Alabama,1,280187,3985,3522,43
272,2020-12-10,Alabama,1,284922,4034,4735,49
273,2020-12-11,Alabama,1,288775,4086,3853,52
274,2020-12-12,Alabama,1,292841,4102,4066,16
275,2020-12-13,Alabama,1,295631,4102,2790,0
276,2020-12-14,Alabama,1,297895,4102,2264,0
277,2020-12-15,Alabama,1,301533,4124,3638,22
278,2020-12-16,Alabama,1,305640,4198,4107,74
279,2020-12-17,Alabama,1,310335,4254,4695,56
280,2020-12-18,Alabama,1,315683,4296,5348,42
281,2020-12-19,Alabama,1,319904,4389,4221,93
282,2020-12-20,Alabama,1,322452,4389,2548,0
283,2020-12-21,Alabama,1,324832,4389,2380,0
284,2020-12-22,Alabama,1,329811,4452,4979,63
285,2020-12-23,Alabama,1,334569,4587,4758,135
286,2020-12-24,Alabama,1,338801,4676,4232,89
287,2020-12-25,Alabama,1,342426,4680,3625,4
288,2020-12-26,Alabama,1,343458,4685,1032,5
289,2020-12-27,Alabama,1,345628,4691,2170,6
290,2020-12-28,Alabama,1,347897,4712,2269,21
291,2020-12-29,Alabama,1,351804,4737,3907,25
292,2020-12-30,Alabama,1,356820,4774,5016,37
293,2020-12-31,Alabama,1,361226,4827,4406,53
294,2021-01-01,Alabama,1,365747,4872,4521,45
295,2021-01-02,Alabama,1,369458,4872,3711,0
296,2021-01-03,Alabama,1,371934,4873,2476,1
297,2021-01-04,Alabama,1,374095,4878,2161,5
298,2021-01-05,Alabama,1,379593,4886,5498,8
299,2021-01-06,Alabama,1,384184,4994,4591,108
300,2021-01-07,Alabama,1,389230,5080,5046,86
301,2021-01-08,Alabama,1,394287,5191,5057,111
302,2021-01-09,Alabama,1,399150,5299,4863,108
303,2021-01-10,Alabama,1,401900,5334,2750,35
304,2021-01-11,Alabama,1,404000,5347,2100,13
305,2021-01-12,Alabama,1,407848,5573,3848,226
306,2021-01-13,Alabama,1,410995,5760,3147,187
307,2021-01-14,Alabama,1,414583,5945,3588,185
308,2021-01-15,Alabama,1,417528,6030,2945,85
309,2021-01-16,Alabama,1,420681,6119,3153,89
310,2021-01-17,Alabama,1,422598,6120,1917,1
311,2021-01-18,Alabama,1,424028,6121,1430,1
312,2021-01-19,Alabama,1,426543,6126,2515,5
313,2021-01-20,Alabama,1,429655,6283,3112,157
314,2021-01-21,Alabama,1,432536,6379,2881,96
315,2021-01-22,Alabama,1,436087,6486,3551,107
316,2021-01-23,Alabama,1,439442,6657,3355,171
317,2021-01-24,Alabama,1,441170,6660,1728,3
318,2021-01-25,Alabama,1,443009,6662,1839,2
319,2021-01-26,Alabama,1,445909,6896,2900,234
320,2021-01-27,Alabama,1,449086,7172,3177,276
321,2021-01-28,Alabama,1,452734,7340,3648,168
322,2021-01-29,Alabama,1,455582,7566,2848,226
323,2021-01-30,Alabama,1,455582,7566,0,0
324,2021-01-31,Alabama,1,459639,7688,4057,122
325,2021-02-01,Alabama,1,460860,7688,1221,0
326,2021-02-02,Alabama,1,462938,7894,2078,206
327,2021-02-03,Alabama,1,465056,8203,2118,309
328,2021-02-04,Alabama,1,467823,8365,2767,162
329,2021-02-05,Alabama,1,469319,8449,1496,84
330,2021-02-06,Alabama,1,471311,8513,1992,64
331,2021-02-07,Alabama,1,472423,8515,1112,2
332,2021-02-08,Alabama,1,473348,8523,925,8
333,2021-02-09,Alabama,1,474666,8579,1318,56
334,2021-02-10,Alabama,1,476067,8888,1401,309
335,2021-02-11,Alabama,1,477570,9021,1503,133
336,2021-02-12,Alabama,1,478667,9180,1097,159
337,2021-02-13,Alabama,1,479856,9242,1189,62
338,2021-02-14,Alabama,1,480931,9242,1075,0
339,2021-02-15,Alabama,1,481605,9244,674,2
340,2021-02-16,Alabama,1,482488,9257,883,13
341,2021-02-17,Alabama,1,483167,9346,679,89
342,2021-02-18,Alabama,1,484365,9424,1198,78
343,2021-02-19,Alabama,1,485212,9573,847,149
344,2021-02-20,Alabama,1,485986,9590,774,17
345,2021-02-21,Alabama,1,486843,9592,857,2
346,2021-02-22,Alabama,1,487520,9592,677,0
347,2021-02-23,Alabama,1,488973,9660,1453,68
348,2021-02-24,Alabama,1,490220,9744,1247,84
349,2021-02-25,Alabama,1,491110,9831,890,87
350,2021-02-26,Alabama,1,491849,9869,739,38
351,2021-02-27,Alabama,1,492683,9930,834,61
352,2021-02-28,Alabama,1,493252,9929,569,-1
353,2021-03-01,Alabama,1,493769,9931,517,2
354,2021-03-02,Alabama,1,494421,9991,652,60
355,2021-03-03,Alabama,1,497154,10029,2733,38
356,2021-03-04,Alabama,1,498076,10094,922,65
357,2021-03-05,Alabama,1,498887,10122,811,28
358,2021-03-06,Alabama,1,499411,10149,524,27
359,2021-03-07,Alabama,1,499819,10148,408,-1
360,2021-03-08,Alabama,1,500092,10148,273,0
361,2021-03-09,Alabama,1,500616,10186,524,38
362,2021-03-10,Alabama,1,501398,10222,782,36
363,2021-03-11,Alabama,1,502263,10274,865,52
364,2021-03-12,Alabama,1,502711,10299,448,25
365,2021-03-13,Alabama,1,503305,10327,594,28
366,2021-03-14,Alabama,1,503673,10327,368,0
367,2021-03-15,Alabama,1,508229,10329,4556,2
368,2021-03-16,Alabama,1,508717,10337,488,8
369,2021-03-17,Alabama,1,509476,10363,759,26
370,2021-03-18,Alabama,1,510048,10391,572,28
371,2021-03-19,Alabama,1,510579,10425,531,34
372,2021-03-20,Alabama,1,511087,10436,508,11
373,2021-03-21,Alabama,1,511460,10436,373,0
374,2021-03-22,Alabama,1,511779,10436,319,0
375,2021-03-23,Alabama,1,511789,10450,10,14
376,2021-03-24,Alabama,1,512711,10487,922,37
377,2021-03-25,Alabama,1,513138,10504,427,17
378,2020-03-12,Alaska,2,1,0,1,0
379,2020-03-13,Alaska,2,1,0,0,0
380,2020-03-14,Alaska,2,1,0,0,0
381,2020-03-15,Alaska,2,1,0,0,0
382,2020-03-16,Alaska,2,3,0,2,0
383,2020-03-17,Alaska,2,6,0,3,0
384,2020-03-18,Alaska,2,9,0,3,0
385,2020-03-19,Alaska,2,12,0,3,0
386,2020-03-20,Alaska,2,14,0,2,0
387,2020-03-21,Alaska,2,21,0,7,0
388,2020-03-22,Alaska,2,22,0,1,0
389,2020-03-23,Alaska,2,36,0,14,0
390,2020-03-24,Alaska,2,42,0,6,0
391,2020-03-25,Alaska,2,59,0,17,0
392,2020-03-26,Alaska,2,69,0,10,0
393,2020-03-27,Alaska,2,85,1,16,1
394,2020-03-28,Alaska,2,102,1,17,0
395,2020-03-29,Alaska,2,114,2,12,1
396,2020-03-30,Alaska,2,120,2,6,0
397,2020-03-31,Alaska,2,133,2,13,0
398,2020-04-01,Alaska,2,143,2,10,0
399,2020-04-02,Alaska,2,146,2,3,0
400,2020-04-03,Alaska,2,156,2,10,0
401,2020-04-04,Alaska,2,169,3,13,1
402,2020-04-05,Alaska,2,183,4,14,1
403,2020-04-06,Alaska,2,189,4,6,0
404,2020-04-07,Alaska,2,211,4,22,0
405,2020-04-08,Alaska,2,224,5,13,1
406,2020-04-09,Alaska,2,233,5,9,0
407,2020-04-10,Alaska,2,244,5,11,0
408,2020-04-11,Alaska,2,255,6,11,1
409,2020-04-12,Alaska,2,270,6,15,0
410,2020-04-13,Alaska,2,275,6,5,0
411,2020-04-14,Alaska,2,283,7,8,1
412,2020-04-15,Alaska,2,291,7,8,0
413,2020-04-16,Alaska,2,298,7,7,0
414,2020-04-17,Alaska,2,307,7,9,0
415,2020-04-18,Alaska,2,312,7,5,0
416,2020-04-19,Alaska,2,317,7,5,0
417,2020-04-20,Alaska,2,319,7,2,0
418,2020-04-21,Alaska,2,327,7,8,0
419,2020-04-22,Alaska,2,333,7,6,0
420,2020-04-23,Alaska,2,335,7,2,0
421,2020-04-24,Alaska,2,337,7,2,0
422,2020-04-25,Alaska,2,337,7,0,0
423,2020-04-26,Alaska,2,339,7,2,0
424,2020-04-27,Alaska,2,343,7,4,0
425,2020-04-28,Alaska,2,349,7,6,0
426,2020-04-29,Alaska,2,353,7,4,0
427,2020-04-30,Alaska,2,353,7,0,0
428,2020-05-01,Alaska,2,362,7,9,0
429,2020-05-02,Alaska,2,363,7,1,0
430,2020-05-03,Alaska,2,366,7,3,0
431,2020-05-04,Alaska,2,368,7,2,0
432,2020-05-05,Alaska,2,369,7,1,0
433,2020-05-06,Alaska,2,370,8,1,1
434,2020-05-07,Alaska,2,373,8,3,0
435,2020-05-08,Alaska,2,376,8,3,0
436,2020-05-09,Alaska,2,377,8,1,0
437,2020-05-10,Alaska,2,378,8,1,0
438,2020-05-11,Alaska,2,380,8,2,0
439,2020-05-12,Alaska,2,383,8,3,0
440,2020-05-13,Alaska,2,383,8,0,0
441,2020-05-14,Alaska,2,387,8,4,0
442,2020-05-15,Alaska,2,388,8,1,0
443,2020-05-16,Alaska,2,392,8,4,0
444,2020-05-17,Alaska,2,396,8,4,0
445,2020-05-18,Alaska,2,399,8,3,0
446,2020-05-19,Alaska,2,399,8,0,0
447,2020-05-20,Alaska,2,402,8,3,0
448,2020-05-21,Alaska,2,402,8,0,0
449,2020-05-22,Alaska,2,404,8,2,0
450,2020-05-23,Alaska,2,409,8,5,0
451,2020-05-24,Alaska,2,409,8,0,0
452,2020-05-25,Alaska,2,412,8,3,0
453,2020-05-26,Alaska,2,416,8,4,0
454,2020-05-27,Alaska,2,417,8,1,0
455,2020-05-28,Alaska,2,430,8,13,0
456,2020-05-29,Alaska,2,436,8,6,0
457,2020-05-30,Alaska,2,441,8,5,0
458,2020-05-31,Alaska,2,469,8,28,0
459,2020-06-01,Alaska,2,476,8,7,0
460,2020-06-02,Alaska,2,497,8,21,0
461,2020-06-03,Alaska,2,516,8,19,0
462,2020-06-04,Alaska,2,542,8,26,0
463,2020-06-05,Alaska,2,565,8,23,0
464,2020-06-06,Alaska,2,579,8,14,0
465,2020-06-07,Alaska,2,588,8,9,0
466,2020-06-08,Alaska,2,607,8,19,0
467,2020-06-09,Alaska,2,620,9,13,1
468,2020-06-10,Alaska,2,642,9,22,0
469,2020-06-11,Alaska,2,666,9,24,0
470,2020-06-12,Alaska,2,688,10,22,1
471,2020-06-13,Alaska,2,722,10,34,0
472,2020-06-14,Alaska,2,734,10,12,0
473,2020-06-15,Alaska,2,738,10,4,0
474,2020-06-16,Alaska,2,751,10,13,0
475,2020-06-17,Alaska,2,776,10,25,0
476,2020-06-18,Alaska,2,795,10,19,0
477,2020-06-19,Alaska,2,821,10,26,0
478,2020-06-20,Alaska,2,845,10,24,0
479,2020-06-21,Alaska,2,859,10,14,0
480,2020-06-22,Alaska,2,869,10,10,0
481,2020-06-23,Alaska,2,905,10,36,0
482,2020-06-24,Alaska,2,926,10,21,0
483,2020-06-25,Alaska,2,971,10,45,0
484,2020-06-26,Alaska,2,1001,12,30,2
485,2020-06-27,Alaska,2,1027,12,26,0
486,2020-06-28,Alaska,2,1060,12,33,0
487,2020-06-29,Alaska,2,1085,12,25,0
488,2020-06-30,Alaska,2,1132,12,47,0
489,2020-07-01,Alaska,2,1174,12,42,0
490,2020-07-02,Alaska,2,1224,12,50,0
491,2020-07-03,Alaska,2,1284,13,60,1
492,2020-07-04,Alaska,2,1339,14,55,1
493,2020-07-05,Alaska,2,1371,14,32,0
494,2020-07-06,Alaska,2,1401,14,30,0
495,2020-07-07,Alaska,2,1423,15,22,1
496,2020-07-08,Alaska,2,1472,15,49,0
497,2020-07-09,Alaska,2,1521,15,49,0
498,2020-07-10,Alaska,2,1579,15,58,0
499,2020-07-11,Alaska,2,1656,15,77,0
500,2020-07-12,Alaska,2,1772,15,116,0
501,2020-07-13,Alaska,2,1843,15,71,0
502,2020-07-14,Alaska,2,1897,15,54,0
503,2020-07-15,Alaska,2,1958,15,61,0
504,2020-07-16,Alaska,2,2034,15,76,0
505,2020-07-17,Alaska,2,2083,15,49,0
506,2020-07-18,Alaska,2,2157,16,74,1
507,2020-07-19,Alaska,2,2275,16,118,0
508,2020-07-20,Alaska,2,2412,16,137,0
509,2020-07-21,Alaska,2,2523,16,111,0
510,2020-07-22,Alaska,2,2617,17,94,1
511,2020-07-23,Alaska,2,2682,17,65,0
512,2020-07-24,Alaska,2,2746,17,64,0
513,2020-07-25,Alaska,2,2866,18,120,1
514,2020-07-26,Alaska,2,3100,18,234,0
515,2020-07-27,Alaska,2,3204,19,104,1
516,2020-07-28,Alaska,2,3348,20,144,1
517,2020-07-29,Alaska,2,3440,20,92,0
518,2020-07-30,Alaska,2,3557,21,117,1
519,2020-07-31,Alaska,2,3675,21,118,0
520,2020-08-01,Alaska,2,3825,22,150,1
521,2020-08-02,Alaska,2,3982,22,157,0
522,2020-08-03,Alaska,2,4062,23,80,1
523,2020-08-04,Alaska,2,4123,23,61,0
524,2020-08-05,Alaska,2,4181,23,58,0
525,2020-08-06,Alaska,2,4221,23,40,0
526,2020-08-07,Alaska,2,4286,23,65,0
527,2020-08-08,Alaska,2,4371,24,85,1
528,2020-08-09,Alaska,2,4471,24,100,0
529,2020-08-10,Alaska,2,4537,24,66,0
530,2020-08-11,Alaska,2,4587,24,50,0
531,2020-08-12,Alaska,2,4653,25,66,1
532,2020-08-13,Alaska,2,4748,25,95,0
533,2020-08-14,Alaska,2,4867,25,119,0
534,2020-08-15,Alaska,2,4952,26,85,1
535,2020-08-16,Alaska,2,5058,26,106,0
536,2020-08-17,Alaska,2,5108,26,50,0
537,2020-08-18,Alaska,2,5175,27,67,1
538,2020-08-19,Alaska,2,5245,27,70,0
539,2020-08-20,Alaska,2,5330,27,85,0
540,2020-08-21,Alaska,2,5401,28,71,1
541,2020-08-22,Alaska,2,5492,29,91,1
542,2020-08-23,Alaska,2,5556,30,64,1
543,2020-08-24,Alaska,2,5626,30,70,0
544,2020-08-25,Alaska,2,5621,33,-5,3
