"date","cumu_cases","cumu_deaths","daily_deaths","daily_cases","3_Day_MA_Ddeaths","7_Day_MA_Ddeaths","30_Day_MA_Ddeaths","3_Day_MA_Dcases","7_Day_MA_Dcases","30_Day_MA_Dcases"
"2021-06-13",33431186,599342,95,6787,1,1,1,1,1,1
"2021-06-14",33446288,599552,210,15102,1,1,1,1,1,1
"2021-06-15",33458180,600004,452,11892,1,1,1,1,1,1
"2021-06-16",33472652,600428,424,14472,1,1,1,1,1,1
"2021-06-17",33484817,600716,288,12165,1,1,1,1,1,1
"2021-06-18",33497531,601185,469,12714,1,1,1,1,1,1
"2021-06-19",33505103,601354,169,7572,1,1,1,1,1,1
"2021-06-20",33509166,601444,90,4063,1,1,1,1,1,1
"2021-06-21",33525000,601732,288,15834,1,1,1,1,1,1
"2021-06-22",33537777,602164,432,12777,1,1,1,1,1,1
"2021-06-23",33551805,602562,398,14028,1,1,1,1,1,1
"2021-06-24",33566512,602917,355,14707,1,1,1,1,1,1
"2021-06-25",33581467,603375,458,14955,1,1,1,1,1,1
"2021-06-26",33588238,603501,126,6771,1,1,1,1,1,1
"2021-06-27",33592325,603597,96,4087,1,1,1,1,1,1
